Alloted Quota,Alloted Category,State,College,Course,Course Fee,2024 R1,2024 R2,2024 R3,2024 R4,2024 R5,2023 R1,2023 R2,2023 R3,2023 R4,2022 R1,2022 R2,2022 R3,2022 R4
DNB Quota,EWS,Andhra Pradesh,"Government General Hospital, Eluru",Diploma in ENT - DLO (NBEMS),125000,47418 (1),41131 (1),52889 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,Open,Uttar Pradesh,"Pushpanjali Hospital & Research Centre, Agra",Diploma in FAMILY MEDICINE - D Fam. Med. (NBEMS),125000,47453 (1),52792 (1),52792 (1),-,-,55654 (4),70256 (4),69992 (4),-,-,45241 (4),52046 (4),58541 (3)
All India Quota,Open,Chandigarh,"Government Medical College, Chandigarh",MD BIOCHEMISTRY,34500,47483 (2),51025 (2),73051 (2),-,-,60648 (2),62381 (2),66605 (2),87233 (1),108908 (1),42943 (2),42943 (2),42424 (1)
DNB Quota,SC,Andhra Pradesh,"Government General Hospital, Nandyal",Diploma in ANAESTHESIOLOGY - DA (NBEMS),125000,47484 (1),47484 (1),57272 (1),70045 (1),63597 (1),55309 (1),57706 (1),57706 (1),-,-,45371 (1),55549 (1),-
DU,SC,Delhi,"University College of Medical Sciences & GTB Hospital, New Delhi",MD PATHOLOGY,57600,47493 (1),47493 (1),47493 (1),-,-,60272 (2),65769 (2),65769 (2),-,-,35407 (2),58821 (2),40823 (1)
DNB Quota,SC,Telangana,"Nizams Institute of Medical Sciences, Hyderabad",DNB TRANSFUSION MEDICINE,125000,47509 (1),51739 (1),46603 (1),77024 (1),-,44812 (1),44812 (1),44812 (1),-,-,42710 (1),54103 (1),58711 (1)
All India Quota,ST,West Bengal,"RG Kar Medical College, Kolkata",MD PAEDIATRICS,12000,47519 (1),47519 (1),54291 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,SC,Uttar Pradesh,"King George Medical University, Lucknow",MD FORENSIC MEDICINE,54700,47523 (1),47523 (1),47523 (1),-,-,63307 (1),63307 (1),63307 (1),-,-,-,-,-
Deemed: Mngmt,Open,Andhra Pradesh,"Gitam Institute of Medical Sciences & Research, Visakhapatnam",MD PULMONARY MEDICINE,3300000,47562 (2),54464 (2),51582 (2),-,-,43178 (1),43178 (1),43178 (1),-,-,41464 (2),50685 (2),-
All India Quota,EWS PwD,Madhya Pradesh,"Netaji Subhash Chandra Bose Medical College, Jabalpur",MD RADIODIAGNOSIS,101500,47579 (1),59795 (1),59795 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,Open,Karnataka,"Gadag Institute of Medical Sciences, Mallasamudra, Gadag",MD FORENSIC MEDICINE,69150,47583 (1),86734 (1),86910 (1),121676 (1),-,52260 (1),85789 (1),75625 (1),104650 (1),-,34987 (1),52387 (1),89533 (1)
DNB Quota,Open,Rajasthan,"Gurukripa Hospitals, Sikar",Diploma in ANAESTHESIOLOGY - DA (NBEMS),125000,47585 (2),49794 (2),49794 (2),-,-,54095 (2),59547 (2),61899 (2),-,-,43132 (2),55473 (2),60629 (2)
All India Quota,OBC,Madhya Pradesh,"Gandhi Medical College, Bhopal",MD MICROBIOLOGY,101500,47601 (1),88128 (1),88128 (1),-,-,88723 (1),80172 (1),112263 (1),-,-,-,-,-
All India Quota,SC,Tamil Nadu,"Government Mohan Kumaramangalam Medical College, Salem",MD FORENSIC MEDICINE,50000,47614 (1),74391 (1),74391 (1),106334 (1),-,50047 (1),39757 (1),39757 (1),-,-,-,-,-
All India Quota,ST,West Bengal,"Chittaranjan Seva Sadan Hospital, Kolkata",MD PAEDIATRICS,12000,47628 (1),54172 (1),-,-,-,-,-,-,-,-,35940 (1),42355 (1),52893 (1)
All India Quota,ST,Assam,"Assam Medial College, Dibrugarh",MS GENERAL SURGERY,19500,47639 (1),56672 (1),56672 (1),-,-,30753 (1),61095 (1),66035 (1),-,-,-,-,-
All India Quota,Open,West Bengal,"College of Medicine & Sagore Dutta Hospital, Kolkata",MD COMMUNITY MEDICINE,12000,47641 (1),44581 (1),34494 (1),70846 (1),-,-,-,-,-,-,32668 (1),32668 (1),-
DNB Quota,OBC,Andhra Pradesh,"APL & ANR Area Hospital, Gudiwada",Diploma in FAMILY MEDICINE - D Fam. Med. (NBEMS),125000,47651 (1),49437 (1),46641 (1),57567 (1),-,43112 (1),50683 (1),56139 (1),71481 (1),78594 (1),-,-,-
All India Quota,ST,Jammu & Kashmir,"Government Medical College, Jammu",MS ENT,19710,47664 (1),51857 (1),65160 (1),-,-,-,-,-,-,-,54453 (1),67441 (1),66256 (1)
All India Quota,OBC,Karnataka,"Vijayanagar Institute of Medical Sciences, Bellary",MD COMMUNITY MEDICINE,69150,47665 (1),60982 (1),59276 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,Open,West Bengal,"Habra State General Hospital, Habra",Diploma in ANAESTHESIOLOGY - DA (NBEMS),125000,47675 (1),46745 (1),50088 (1),-,-,53322 (1),49482 (1),64624 (1),-,-,-,-,-
DNB Quota,OBC,West Bengal,"Barasat Government Medical College & Hospital, Kolkata",Diploma in ENT - DLO (NBEMS),125000,47697 (1),52079 (1),46801 (1),-,-,-,-,-,-,-,-,-,-
Deemed: Mngmt,Open,Karnataka,"JSS Medical College, Mysore",Diploma in PSYCHOLOGICAL MEDICINE,1200000,47714 (1),51860 (1),51860 (1),-,-,54342 (1),51732 (1),51594 (1),-,-,57204 (1),70798 (1),-
DNB Quota,OBC,West Bengal,"Durgapur Steel Plant Hospital, Durgapur",Diploma in ENT - DLO (NBEMS),125000,47722 (1),52263 (1),52263 (1),-,-,43323 (1),61889 (1),61889 (1),-,-,-,-,-
DNB Quota,SC,Haryana,"District Civil Hospital, Hisar",Diploma in PAEDIATRICS - DCH (NBEMS),125000,47736 (1),47908 (1),55300 (1),-,-,-,-,-,-,-,47315 (1),47315 (1),-
DNB Quota,Open,Karnataka,"Kerudi Hospital & Research Centre, Bagalkot",Diploma in ANAESTHESIOLOGY - DA (NBEMS),125000,47738 (4),47759 (4),47759 (4),-,-,52030 (4),56070 (4),56070 (4),-,-,40565 (4),55686 (4),54965 (4)
DNB Quota,SC,Rajasthan,"SK Hospital, Sikar",Diploma in OBG - DGO (NBEMS),125000,47740 (1),52221 (1),52221 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,ST,Maharashtra,"Grant Medical College, Mumbai",MD PATHOLOGY,143300,47751 (1),60307 (1),85763 (1),-,-,62082 (1),84134 (1),84134 (1),-,-,49088 (1),49088 (1),-
All India Quota,Open,Telangana,"Government Medical College, Siddipet",MD PHYSIOLOGY,25000,47762 (1),-,119457 (1),137903 (1),-,88354 (1),88354 (1),145647 (2),-,-,77727 (1),-,128992 (2)
All India Quota,OBC,Delhi,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi",MD BIOCHEMISTRY,41000,47769 (1),49195 (1),49195 (1),-,-,53334 (1),53334 (1),57602 (2),-,-,30344 (1),30344 (1),62311 (1)
Deemed: Mngmt,Open,Tamil Nadu,"Saveetha Medical College & Hospital, Kanchipuram",MD PULMONARY MEDICINE,3600000,47783 (2),52692 (2),52692 (2),-,-,40380 (2),40380 (2),51233 (2),-,-,40905 (2),40905 (2),-
All India Quota,OBC,Gujarat,"Pandit Deendayal Upadhyay Medical College, Rajkot",MD PHARMACOLOGY,30000,47785 (1),47785 (1),50054 (1),-,-,43601 (1),43601 (1),43601 (1),-,-,37460 (1),37460 (1),-
All India Quota,SC,Jharkhand,"Rajendra Institute of Medical Sciences, Ranchi",MD PATHOLOGY,17000,47790 (1),67311 (1),67311 (1),-,-,52143 (2),54115 (2),55801 (2),-,-,40327 (1),53847 (1),-
DNB Quota,ST,Maharashtra,"Government Medical College, Alibag",Diploma in PAEDIATRICS - DCH (NBEMS),125000,47801 (1),77632 (1),90012 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,OBC,Odisha,"Fakir Mohan Medical College & Hospital, Balasore",Diploma in ANAESTHESIOLOGY - DA (NBEMS),125000,47819 (1),54557 (1),49317 (1),34380 (1),-,-,-,54993 (1),-,-,34947 (1),55086 (1),-
All India Quota,Open PwD,Tamil Nadu,"Madras Medical College, Chennai",MD PAEDIATRICS,50000,47835 (1),47835 (1),47835 (1),-,-,40528 (1),40528 (1),40528 (1),-,-,-,-,-
DNB Quota,EWS,Rajasthan,"Government Medical College, Pali, Rajasthan",Diploma in ENT - DLO (NBEMS),125000,47846 (1),44854 (1),44854 (1),-,-,51818 (1),61208 (1),60356 (1),58095 (1),-,-,-,-
All India Quota,OBC,Kerala,"Government Medical College, Thrissur",MD FORENSIC MEDICINE,69470,47887 (1),58301 (1),58301 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,Open,Karnataka,"Basel Mission CSI Hospital, Gadag-Betgeri",Diploma in FAMILY MEDICINE - D Fam. Med. (NBEMS),125000,47902 (2),51172 (2),52098 (2),-,-,40569 (2),48438 (2),48438 (2),-,-,44725 (2),44758 (2),64680 (2)
All India Quota,SC,Tamil Nadu,"Rajah Muthiah Medical College, Annamalainagar",MD COMMUNITY MEDICINE,50000,47923 (1),56807 (1),64018 (1),-,-,48145 (1),56071 (1),55459 (1),-,-,-,-,-
All India Quota,OBC,Tamil Nadu,"Madras Medical College, Chennai",MD PHYSIOLOGY,50000,47935 (1),46274 (1),46274 (1),-,-,-,-,-,-,-,-,-,-
Deemed: Mngmt,Open,Maharashtra,"Mahatma Gandhi Missions Medical College, Navi Mumbai",MS ENT,3000000,47939 (3),42734 (3),42734 (3),-,-,54812 (3),54812 (3),66803 (3),-,-,50962 (3),71166 (3),-
DNB Quota,ST,Delhi,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi",DNB GENERAL SURGERY,125000,47945 (1),47945 (1),76240 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,OBC,Delhi,"VP Chest Institute of Medical Sciences, Delhi",MD MICROBIOLOGY,57600,47946 (1),41034 (1),56552 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,OBC,Maharashtra,"Government Medical College & Hospital, Baramati",MD COMMUNITY MEDICINE,143300,47971 (1),57806 (1),65217 (1),-,-,55364 (1),67209 (1),75747 (1),-,-,-,-,-
All India Quota,EWS,Chandigarh,"Government Medical College, Chandigarh",MD PHARMACOLOGY,34500,47989 (1),57064 (1),57064 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,Open,Maharashtra,"BJ Government. Medical College, Pune",MD BIOCHEMISTRY,143300,48006 (1),48006 (1),48006 (1),-,-,78168 (3),92672 (3),112243 (4),124734 (1),-,40892 (1),74446 (1),81415 (1)
DNB Quota,Open,Rajasthan,"Raj Jindal Hospital & Research Centre, Bharatpur",Diploma in ANAESTHESIOLOGY - DA (NBEMS),125000,48022 (2),51121 (2),51004 (2),-,-,55130 (2),62452 (2),62452 (2),63385 (1),-,-,-,-
All India Quota,Open,Rajasthan,"Dr. SN Medical College, Jodhpur",MD PHYSIOLOGY,12812,48040 (1),79695 (1),81626 (1),84159 (1),-,81549 (1),84088 (1),105391 (1),-,-,-,-,-
DNB Quota,SC,Karnataka,"South Western Railway Central Hospital, Hubballi",Diploma in OBG - DGO (NBEMS),125000,48045 (1),48045 (1),48045 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,SC,Chhattisgarh,"District Hospital, Kabirdham",Diploma in PAEDIATRICS - DCH (NBEMS),125000,48069 (1),45928 (1),50657 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,Open,Andhra Pradesh,"Government General Hospital, Nandyal",Diploma in FAMILY MEDICINE - D Fam. Med. (NBEMS),125000,48071 (2),47195 (2),47195 (2),-,-,32612 (1),56920 (1),56920 (1),-,-,32939 (1),46266 (1),38910 (1)
DNB Quota,EWS,Rajasthan,"District Hospital, Dholpur",Diploma in ANAESTHESIOLOGY - DA (NBEMS),125000,48073 (1),50226 (1),52366 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,SC,Maharashtra,"Government Medical College, Aurangabad",MD PATHOLOGY,143300,48076 (1),55150 (1),61230 (1),-,-,45608 (1),52763 (1),54735 (1),-,-,-,-,-
All India Quota,SC,Karnataka,"Karwar Institute of Medical Sciences, Karwar",MD PATHOLOGY,69150,48080 (1),64018 (1),68047 (1),70864 (1),-,55975 (1),64151 (1),64445 (1),80548 (1),-,-,-,-
All India Quota,SC,Madhya Pradesh,"MGM Medical College, Indore",MD PATHOLOGY,101500,48084 (1),47135 (1),59960 (1),-,-,51397 (1),54290 (1),54290 (1),-,-,45953 (1),45953 (1),-
DNB Quota,SC,Jammu & Kashmir,"District Hospital, Pulwama",Diploma in PAEDIATRICS - DCH (NBEMS),125000,48085 (1),54020 (1),56082 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,SC,Rajasthan,"Government General Hospital, Madhopur",Diploma in TB & CHEST DISEASE - DTCD (NBEMS),125000,48086 (1),55491 (1),59625 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,SC,Uttar Pradesh,"Government Institute of Medical Sciences, Kasna, Greater Noida",MD PATHOLOGY,40000,48124 (1),53378 (1),61677 (1),64828 (1),87394 (1),-,-,-,-,-,-,-,-
All India Quota,EWS,Rajasthan,"SMS Medical College, Jaipur",MD COMMUNITY MEDICINE,10982,48130 (1),58782 (1),58782 (1),-,-,51407 (1),51407 (1),51407 (1),-,-,53038 (2),-,113393 (1)
All India Quota,Open,Maharashtra,"SRTR Medical College, Ambajogai",MD PHARMACOLOGY,143300,48134 (1),48134 (1),48134 (1),-,-,-,-,-,-,-,58771 (1),77999 (1),99508 (1)
All India Quota,OBC,Chandigarh,"Government Medical College, Chandigarh",MD BIOCHEMISTRY,34500,48151 (1),59648 (1),73123 (1),-,-,120571 (1),120571 (1),120571 (1),-,-,-,-,-
All India Quota,Open PwD,Uttar Pradesh,"SN Medical College, Agra",MD DERMATOLOGY,40000,48152 (1),86060 (1),86060 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,EWS,Chhattisgarh,"Pt. JNM Medical College, Raipur",MD PATHOLOGY,20000,48161 (1),58470 (1),58470 (1),-,-,-,-,-,-,-,33393 (1),41169 (1),-
Deemed: Mngmt,Open,Maharashtra,"Dr. DY Patil Medical College, Hospital & Research Centre, Pune",MD PAEDIATRICS,4500000,48188 (16),50653 (16),52833 (16),-,-,43878 (16),47386 (16),47386 (16),-,-,43197 (15),47647 (15),53827 (2)
All India Quota,ST,Andhra Pradesh,"Guntur Medical College, Guntur",MS ORTHOPAEDICS,15375,48190 (1),48190 (1),48190 (1),-,-,-,-,-,-,-,36929 (1),36009 (1),-
DNB Quota,OBC,Jammu & Kashmir,"Government Medical College, Jammu",DNB HOSPITAL ADMINISTRATION,125000,48219 (1),34038 (1),50391 (1),67245 (1),99063 (1),-,-,-,-,-,-,-,-
BHU,SC,Uttar Pradesh,"Institute of Medical Sciences, BHU, Varanasi",MS OBG,48226,48227 (1),48227 (1),48227 (1),-,-,72681 (1),72681 (1),-,-,-,30439 (1),30439 (1),-
DNB Quota,OBC,Rajasthan,"Rajiv Gandhi Government General Hospital, Alwar",Diploma in OPHTHALMOLOGY - DO (NBEMS),125000,48229 (1),52409 (1),52409 (1),-,-,50633 (1),60633 (1),60633 (1),-,-,40442 (1),58845 (1),61731 (1)
DNB Quota,SC,Bihar,"Sadar Hospital, Gopalganj",Diploma in PAEDIATRICS - DCH (NBEMS),125000,48234 (1),47790 (1),47790 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,OBC,West Bengal,"ESI Hospital, Kolkata",DNB PATHOLOGY,125000,48237 (1),51602 (1),51602 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,Open,Punjab,"Government Medical College, Amritsar",MD FORENSIC MEDICINE,100000,48238 (1),48583 (1),48583 (1),-,-,57623 (1),75998 (1),89981 (1),-,-,-,-,-
Deemed: Mngmt,Open,Haryana,"Maharishi Markandeshwar Institute of Medical Sciences & Research, Mullana, Ambala",MS GENERAL SURGERY,2795000,48251 (15),58337 (15),60851 (15),52810 (1),57094 (1),51874 (15),55730 (15),55730 (15),-,-,52071 (15),66185 (15),42726 (5)
All India Quota,Open,Haryana,"ESIC Medical College, Faridabad",MD BIOCHEMISTRY,250000,48254 (1),47821 (1),78257 (1),-,-,53418 (1),53418 (1),53418 (1),-,-,38282 (1),62777 (1),-
DNB Quota,OBC,Jammu & Kashmir,"Government Medical College, Baramulla",DNB PATHOLOGY,125000,48262 (1),52473 (1),56776 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,Open,Bihar,"Sadar Hospital, Begusarai",Diploma in ANAESTHESIOLOGY - DA (NBEMS),125000,48282 (1),41813 (1),41602 (1),39143 (1),-,-,-,-,-,-,-,-,-
All India Quota,SC,Manipur,"Jawaharlal Nehru Institute of Medical Sciences, Porompet, Imphal",MD BIOCHEMISTRY,100000,48290 (1),118612 (1),119224 (1),-,-,84426 (1),-,132546 (1),169044 (1),195237 (1),66428 (1),108386 (1),112068 (1)
All India Quota,Open,Madhya Pradesh,"Gajra Raja Medical College, Gwalior",MD FORENSIC MEDICINE,101500,48311 (1),64534 (1),64534 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,Open,Karnataka,"Gulbarga Institute of Medical Sciences, Gulbarga",MD COMMUNITY MEDICINE,69150,48350 (2),59276 (2),56710 (2),-,-,-,-,-,-,-,28090 (1),26402 (1),62009 (1)
All India Quota,SC,Rajasthan,"RNT Medical College, Udaipur",MD PATHOLOGY,12812,48353 (1),48353 (1),48353 (1),-,-,33056 (1),55599 (1),55599 (1),-,-,42924 (1),45250 (1),46950 (1)
Deemed: NRI,Open,Odisha,"Institute of Medical Sciences & SUM Hospital, Bhubaneswar",MD RADIODIAGNOSIS,6805000,48370 (3),48370 (3),47057 (3),-,-,66920 (3),66920 (3),66920 (3),68947 (1),-,69115 (3),73595 (4),-
All India Quota,ST,Andhra Pradesh,"Sri Venkateswara Institute of Medical Sciences (SVIMS), Tirupati",MS GENERAL SURGERY,188000,48380 (1),48380 (1),51777 (1),77888 (1),-,-,-,-,-,-,-,-,-
IPU,Open,Delhi,"ABVIMS (Formerly PGIMER) & Dr. RML Hospital, New Delhi",MD PHYSICAL MEDICINE & REHABILITATION,41000,48396 (1),81788 (1),81788 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,Open,Assam,"Haji Abdul Majid Memorial Hospital & Research Center, Hojai",Diploma in ANAESTHESIOLOGY - DA (NBEMS),125000,48405 (2),53453 (2),38359 (2),-,-,-,-,-,-,-,-,-,-
All India Quota,SC,Uttar Pradesh,"Rajkiya Medical College, Jalaun, Orai",MD PATHOLOGY,40000,48406 (1),63035 (1),66394 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,OBC,Uttar Pradesh,"MRA Medical College, Saddarpur",Diploma in OPHTHALMOLOGY - DO (NBEMS),125000,48411 (1),39814 (1),39814 (1),-,-,-,-,-,-,-,39658 (1),41521 (1),-
All India Quota,ST,Jammu & Kashmir,"Government Medical College, Jammu",MD PATHOLOGY,19710,48431 (1),84356 (1),101106 (1),142215 (1),-,78010 (1),78010 (1),78010 (1),-,-,66256 (1),66832 (1),84906 (1)
All India Quota,SC,Delhi,"Hindu Rao Hospital, Delhi",Diploma in ANAESTHESIOLOGY,57600,48451 (1),49933 (1),48406 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,Open,Tamil Nadu,"Chengalpattu Medical College, Chengalpattu",MD BIOCHEMISTRY,50000,48476 (1),56066 (1),48166 (1),-,-,28945 (1),33234 (1),60661 (1),80211 (1),-,39271 (1),40537 (1),-
IPU,SC,Delhi,"ABVIMS (Formerly PGIMER) & Dr. RML Hospital, New Delhi",MD ANAESTHESIOLOGY,41000,48501 (2),48501 (2),59719 (2),-,-,80856 (2),91510 (2),91510 (2),-,-,64486 (2),84610 (2),-
All India Quota,ST,Tamil Nadu,"Coimbatore Medical College, Coimbatore",MS GENERAL SURGERY,50000,48510 (1),61277 (1),62417 (1),-,-,-,-,-,-,-,45469 (1),45932 (1),-
Deemed: NRI,Open,Karnataka,"Shri BM Patil Medical College, Hospital & Research Centre, Vijayapura",MD RADIODIAGNOSIS,5000000,48545 (3),48545 (3),48545 (3),-,-,51708 (3),57085 (3),57085 (3),-,-,56369 (3),56369 (3),-
DNB Quota,OBC,Odisha,"Saheed Laxman Nayak Medical College & Hospital, Koraput",Diploma in ANAESTHESIOLOGY - DA (NBEMS),125000,48547 (1),52803 (1),51658 (1),-,-,47800 (1),47800 (1),47800 (1),-,-,35544 (1),57580 (1),-
DNB Quota,ST,Delhi,"Rajiv Gandhi Super Speciality Hospital, Delhi",DNB PULMONARY MEDICINE,125000,48580 (1),47689 (1),58597 (1),90300 (1),-,-,-,-,-,-,-,-,-
All India Quota,Open,Punjab,"Government Medical College, Patiala",MD FORENSIC MEDICINE,100000,48583 (1),63233 (1),78762 (2),79769 (1),106424 (1),-,-,-,-,-,-,-,-
DNB Quota,SC,Punjab,"JBMM District Hospital, Amritsar",Diploma in OBG - DGO (NBEMS),125000,48645 (1),50369 (1),50369 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,EWS PwD,Manipur,"Jawaharlal Nehru Institute of Medical Sciences, Porompet, Imphal",MD RADIODIAGNOSIS,100000,48647 (1),48647 (1),48647 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,SC,Telangana,"Osmania Medical College, Hyderabad",MD PATHOLOGY,25000,48649 (2),52143 (2),55363 (2),-,-,33599 (1),43015 (1),43664 (2),-,-,36063 (2),50126 (2),45688 (1)
Deemed: Mngmt,Open,Maharashtra,"Dr. DY Patil Medical College, Kolhapur",MS OPHTHALMOLOGY,2725000,48672 (5),48484 (5),48484 (5),-,-,50959 (5),57336 (5),61405 (5),-,-,53619 (5),74826 (5),28760 (1)
DNB Quota,EWS,Rajasthan,"Mahatma Gandhi Hospital, Bhilwara",Diploma in OPHTHALMOLOGY - DO (NBEMS),125000,48677 (1),53995 (1),53995 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,OBC,Jammu & Kashmir,"Government Medical College, Srinagar",MD COMMUNITY MEDICINE,25000,48678 (1),72012 (1),72662 (1),-,-,62754 (1),68329 (1),87746 (1),94170 (1),85075 (1),-,-,-
DNB Quota,OBC,West Bengal,"Imambara District Hospital, Hooghly",Diploma in ENT - DLO (NBEMS),125000,48680 (1),48680 (1),48680 (1),-,-,-,-,-,-,-,-,-,-
Deemed: Mngmt,Open,Maharashtra,"Datta Meghe Medical College, Nagpur",MD PAEDIATRICS,4150000,48688 (3),53128 (3),61437 (3),-,-,-,-,-,-,-,-,-,-
Deemed: Mngmt,Open,Maharashtra,"Dr. DY Patil Medical College, Hospital & Research Centre, Pune",MD PULMONARY MEDICINE,4000000,48692 (8),53066 (8),62032 (8),75440 (1),-,49200 (8),59143 (8),59143 (8),-,-,42506 (7),50007 (7),50338 (1)
All India Quota,OBC,Rajasthan,"Government Medical College, Churu",MD COMMUNITY MEDICINE,12812,48744 (1),49062 (1),66270 (1),-,-,46264 (1),68328 (1),68328 (1),-,-,-,-,-
All India Quota,EWS,West Bengal,"Nilratan Sircar Medical College, Kolkata",MD PATHOLOGY,12000,48750 (1),70326 (1),70234 (1),-,-,-,-,-,-,-,29804 (1),37058 (1),48181 (1)
Deemed: Mngmt,Open,Pondicherry,"Sri Lakshmi Narayana Institute of Medical Sciences, Pondicherry",MD RADIODIAGNOSIS,6500000,48752 (6),65104 (9),65104 (9),-,-,53378 (6),57716 (6),57716 (6),39834 (1),45312 (1),45505 (6),59664 (6),44193 (1)
All India Quota,SC,Uttar Pradesh,"Institute of Medical Sciences, BHU, Varanasi",MD FORENSIC MEDICINE,48226,48763 (1),50219 (1),56788 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,OBC,Rajasthan,"SMS Medical College, Jaipur",MD MICROBIOLOGY,10982,48785 (3),67074 (3),67074 (3),-,-,71848 (3),78755 (3),80157 (3),69127 (1),-,46570 (2),72270 (2),63364 (2)
DNB Quota,OBC,West Bengal,"Dinhata Sub-Divisional Hospital, Cooch Behar",Diploma in ANAESTHESIOLOGY - DA (NBEMS),125000,48787 (1),51658 (1),52476 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,SC,Delhi,"Maulana Azad Medical College, New Delhi",MD MICROBIOLOGY,57600,48793 (1),48793 (1),46538 (1),83829 (1),-,47010 (1),47010 (1),47010 (1),-,-,43312 (1),43312 (1),-
All India Quota,Open,Bihar,"Darbhanga Medical College, Lehriasarai",MD COMMUNITY MEDICINE,22200,48809 (1),44519 (1),68222 (1),-,-,40122 (1),40122 (1),67213 (2),58936 (1),-,40508 (2),47036 (2),57556 (1)
All India Quota,SC,Tamil Nadu,"Madurai Medical College, Madurai",MD MICROBIOLOGY,50000,48810 (1),58238 (1),58238 (1),-,-,-,-,-,-,-,-,-,-
All India Quota,SC,Rajasthan,"Government Medical College, Kota",MD PATHOLOGY,12812,48815 (1),49376 (1),63491 (1),-,-,52942 (1),60377 (1),66152 (1),-,-,47247 (1),56010 (1),52796 (1)
All India Quota,Open,Karnataka,"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bangalore",MD MICROBIOLOGY,69150,48819 (1),52420 (1),52420 (1),-,-,53943 (1),48684 (1),68531 (1),-,-,-,-,-
All India Quota,OBC,Manipur,"Jawaharlal Nehru Institute of Medical Sciences, Porompet, Imphal",MD COMMUNITY MEDICINE,100000,48842 (1),59640 (1),76369 (1),-,-,48361 (1),65323 (1),72181 (1),74639 (1),-,35598 (1),51319 (1),61705 (1)
All India Quota,SC,Karnataka,"Hassan Institute of Medical Sciences, Hassan",MD COMMUNITY MEDICINE,69150,48847 (1),56880 (1),89821 (1),-,-,-,-,-,-,-,46756 (1),49131 (1),70926 (1)
DNB Quota,Open,Chhattisgarh,"Central Hospital, SEC Railway, Bilaspur",Diploma in FAMILY MEDICINE - D Fam. Med. (NBEMS),125000,48857 (1),38355 (1),45724 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,Open,Jharkhand,"Kashyap Memorial Eye Hospital, Ranchi",Diploma in OPHTHALMOLOGY - DO (NBEMS),125000,48862 (4),51615 (4),51615 (4),-,-,52395 (4),62339 (4),67677 (4),-,-,37434 (4),52963 (4),42758 (2)
All India Quota,Open,Karnataka,"ESIC Medical College, Bangalore",MD PHYSIOLOGY,250000,48883 (3),78165 (3),76290 (3),-,-,79907 (2),79907 (2),89881 (2),-,-,-,-,-
All India Quota,ST,Uttar Pradesh,"Moti Lal Nehru Medical College, Allahabad",MS GENERAL SURGERY,40000,48885 (1),54759 (1),66061 (1),-,-,39333 (1),56329 (1),56329 (1),-,-,39522 (1),47230 (1),-
DNB Quota,EWS,Jammu & Kashmir,"Government Hospital, Jammu",Diploma in FAMILY MEDICINE - D Fam. Med. (NBEMS),125000,48890 (1),71302 (1),60852 (1),-,-,-,-,-,-,-,-,-,-
DNB Quota,ST,Haryana,"Shaheed Hasan Khan Mewati Government Medical College, Nalhar",DNB PAEDIATRICS,125000,48897 (1),54815 (1),55776 (1),68098 (1),-,46212 (1),46212 (1),46212 (1),-,-,-,-,-
All India Quota,ST,Maharashtra,"Dr. Vaishampayan Memorial Medical College, Solapur",MS GENERAL SURGERY,143300,48917 (1),41129 (1),62735 (1),79595 (1),-,40951 (1),43539 (1),49967 (1),-,-,37083 (1),47457 (1),-
