State,Institute,Institute Type,University,Year of Establishment,Total PG Seats,Total Hospital Beds
Kerala,"Smita Memorial Hosptial & Research Centre, Thodupuzha",Private,NBEMS,2003,7,200
Karnataka,"Sparsh Super Specialty Hospital, Bangalore",Private,NBEMS,2015,10,250
West Bengal,"South Eastern Railway Divisional Hospital, Kharagpur",Public Sector,NBEMS,1962,2,340
Tamil Nadu,"Shri Sathya Sai Medical College & Research Institute, Ammapettai",Deemed,"Sri Balaji Vidyapeeth (Deemed), Pondicherry",2008,106,635
Andhra Pradesh,"Sri Venkateswara Institute of Medical Sciences (SVIMS), Tirupati",Govt,"Sri Venkateswara Institute of Medical Sciences (SVIMS), Tirupati",1993,51,1337
Uttar Pradesh,"Shivani Hospital, Kanpur",Private,NBEMS,1996,0,0
Madhya Pradesh,"Shyam Shah Medical College, Rewa",Govt,"Madhya Pradesh Medical Science University, Jabalpur",1963,132,1140
Gujarat,"Sterling Hospital, Ahmedabad",Private,NBEMS,2001,2,0
Karnataka,"Shifaa Hospital, Bangalore",Private,NBEMS,0,6,200
Rajasthan,"SR Kalla Memorial Gastro & General Hospital, Jaipur",Private,NBEMS,2002,0,0
Karnataka,"St. Martha's Hospital, Bangalore",Private,NBEMS,1886,17,450
Jharkhand,"Shree Jagannath Hospital & Research Centre, Ranchi",Private,NBEMS,2010,1,100
Tamil Nadu,"Sri Ramakrishna Hospital, Coimbatore",Private,NBEMS,1975,17,500
West Bengal,"State General Hospital, Santipur",Govt,NBEMS,0,0,0
West Bengal,"Sharanya Multispeciality Hospital, Burdwan",Private,NBEMS,2009,1,108
Punjab,"Sri Guru Ram Das Institute of Medical Sciences & Research, Amritsar",Private,"Sri Guru Ram Das University of Health Sciences, Amritsar",1997,115,800
Uttar Pradesh,"Sri Ram Hospital, Ayodhya",Govt,NBEMS,1902,2,120
Uttar Pradesh,"Shri Shiv Prasad Gupta Divisional District Hospital, Varanasi",Govt,NBEMS,1965,6,300
Karnataka,"Sri Shankara Cancer Hospital & Research Centre, Bangalore",Private,NBEMS,2012,4,520
Jharkhand,"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad",Govt,"Binod Bihati Mahto Koyalanchal University, Dhanbad",1969,9,900
Tamil Nadu,"Stanley Medical College, Chennai",Govt,"The Tamilnadu Dr. MGR Medical University, Chennai",1838,216,1661
Andhra Pradesh,"Sri Balaji Medical College, Hospital & Research Institute, Chittoor",Private,"Dr. NTR University of Health Sciences, Vijayawada",2015,0,750
Pondicherry,"Sri Lakshmi Narayana Institute of Medical Sciences, Pondicherry",Deemed,"Bharath Institute of Higher Education & Research (Deemed), Chennai",2006,66,1060
Haryana,"Sukhda Multispeciality Hospital, Hisar",Private,NBEMS,2002,2,100
Uttar Pradesh,"Swami Kalyan Dev District Hospital, Muzaffarnagar",Govt,NBEMS,1964,1,300
Maharashtra,"HBP Prabhakar Malharrao Kute Memorial Hospital, Pune",Govt,NBEMS,0,8,0
Uttarakhand,"Futela Hospital, Rudrapur",Private,NBEMS,0,1,100
Karnataka,"Subbaiah Institute of Medical Sciences, Shimoga",Private,"Rajiv Gandhi University of Health Sciences, Bangalore",2012,82,980
Karnataka,"Suchirayu Mulitispeciality Hospital, Hubballi",Private,NBEMS,0,2,250
Maharashtra,"Topiwala National Medical College, Mumbai",Govt,"Maharashtra University of Health Sciences, Nashik",1964,161,0
Maharashtra,"Meditrina Institute of Medical Sciences, Nagpur",Private,NBEMS,2006,2,100
Uttar Pradesh,"Joint Accr. Shiv Prasad Gupta Divisional District Hospital Kabirchaura & Lal Bahadur Shastri Hospital, Varanasi",Govt,NBEMS,0,0,316
Pondicherry,"AG Padmavatis Hospital, Pondicherry",Private,NBEMS,0,2,0
Tamil Nadu,"Mehta Multispeciality Hospital, Velappanchavadi, Chennai",Private,NBEMS,1997,2,400
Tamil Nadu,"Swamy Vivekanandha Medical College Hospital & Research Institute, Tiruchengode",Private,"The Tamilnadu Dr. MGR Medical University, Chennai",2021,4,0
Arunachal Pradesh,"Tomo Riba Institute of Health & Medical Sciences, Naharlagun",Govt,"Rajiv Gandhi University, Doimukh",2018,17,500
Tripura,"Tripura Medical College & Dr. BRAM Teaching Hospital, Agartala",Govt,"Tripura University, Agartala",2006,8,558
Delhi,"Mata Roop Rani Maggo Hospital & IVF Centre, Delhi",Private,NBEMS,1996,1,100
Bihar,"Sadar Hospital, Araria",Govt,NBEMS,0,3,0
Punjab,"Thind Eye Hospital, Jalandhar",Private,NBEMS,1993,0,25
Telangana,"Udai Omni Hospital, Hyderabad",Private,NBEMS,1975,1,0
Telangana,"Virinchi Hospital, Hyderabad",Private,NBEMS,1993,1,100
Maharashtra,"Sushrut Hospital & Research Centre, Mumbai",Private,NBEMS,2000,4,100
Karnataka,"Vydehi Institute of Medical Sciences & Research Centre, Bangalore",Private,"Rajiv Gandhi University of Health Sciences, Bangalore",2002,163,1600
Punjab,"District Hospital, Moga",Govt,NBEMS,0,2,0
Maharashtra,"Vedantaa Institute of Medical Sciences, Palghar",Private,"Maharashtra University of Health Sciences, Nashik",2017,107,350
Karnataka,"Vijayanagar Institute of Medical Sciences, Bellary",Govt,"Rajiv Gandhi University of Health Sciences, Bangalore",1961,104,0
Karnataka,"Yenepoya Specialty Hospital, Mangalore",Private,NBEMS,1995,4,250
Gujarat,"Rajkot Cancer Society, Rajkot",Private,NBEMS,1969,1,150
Kerala,"Dr. KM Cherian Institute of Medical Sciences, Chengannur",Private,NBEMS,0,1,330
Telangana,"Ankura Hospital For Women & Children, Gudimalkapur",Private,NBEMS,0,4,100
Tamil Nadu,"Sudha Hospitals, Erode",Private,NBEMS,1985,10,300
Telangana,"Zoi Hospitals, Attapur, Hyderabad",Private,NBEMS,2015,2,0
Maharashtra,"Wockhardt Hospitals, Thane",Private,NBEMS,2014,2,200
Chhattisgarh,"Parihar Hospital, Kawardha",Private,NBEMS,0,2,0
Uttarakhand,"Synergy Institute of Medical Sciences, Dehradun",Private,NBEMS,2016,2,300
Uttar Pradesh,"Tej Bahadur Sapru Hospital, Allahabad",Govt,NBEMS,0,5,0
Telangana,"Venketeshwara Kidney Centre, Karim Nagar",Private,NBEMS,1997,0,0
Uttar Pradesh,"Veerangana Awanti Bai Women Hospital, Lucknow",Govt,NBEMS,1889,5,0
Andhra Pradesh,"SVIMS - Sri Padmavathi Medical College for Women, Tirupati",Govt,"Sri Venkateswara Institute of Medical Sciences (SVIMS), Tirupati",2014,0,1000
Tamil Nadu,"Trichy SRM Medical College Hospital & Research Centre, Trichy",Private,"The Tamilnadu Dr. MGR Medical University, Chennai",2009,105,1575
Uttarakhand,"VCSG Government Medical College, Srinagar, Pauri Garhwal",Govt,"Hemwati Nandan Bahuguna Uttarakhand Medical Education University, Dehradun",2008,48,0
Maharashtra,"Cardinal Gracias Memorial Hospital, Vasai",Private,NBEMS,0,2,147
Punjab,"Chugh Eye Surgery Centre, Ludhiana",Private,NBEMS,2001,1,12
Kerala,"Kinder Hospitals, Kochi",Private,NBEMS,2018,3,125
Uttar Pradesh,"Ashirvad Multi Speciality Hospital, Varanasi",Private,NBEMS,1974,4,100
Bihar,"Om Sai Nirwana Netralaya, Sasaram",Private,NBEMS,0,2,0
Karnataka,"Sub Divisional Hospital, Sagara",Govt,NBEMS,1960,2,100
Delhi,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi",Govt,"Guru Gobind Singh Indraprastha University, Delhi",2002,327,1531
Delhi,"Bhagwati Hospital, Delhi",Private,NBEMS,2002,4,115
Karnataka,"The Oxford Medical College, Hospital & Research Centre, Bangalore",Private,"Rajiv Gandhi University of Health Sciences, Bangalore",2014,87,790
Karnataka,"Venugram Hospital, Belagavi",Private,NBEMS,2001,8,50
Delhi,"Vision Eye Centre, New Delhi",Private,NBEMS,2012,1,10
Kerala,"Kinder Womens Hospital & Fertility Centre, Cherthala",Private,NBEMS,2008,1,100
Uttar Pradesh,"Khushlok Hospital, Bareilly",Private,NBEMS,0,2,100
Karnataka,"Vydehi Super Speciality Hospital, Bangalore",Private,NBEMS,1991,0,175
Telangana,"Yashoda Hospitals, Serilingampally(, Hyderabad",Private,NBEMS,1993,24,600
Maharashtra,"Vishwaraj Hospital, Pune",Private,NBEMS,2016,7,250
Andhra Pradesh,"Uday Hospital, Guntur",Private,NBEMS,2015,2,100
Uttar Pradesh,"Gupta Surgical Hospital, Imiliya",Private,NBEMS,2008,4,150
West Bengal,"Susrut Eye Foundation & Research Centre, Murshidabad",Private,NBEMS,2005,2,30
Tamil Nadu,"Ramalingams Hospital, Salem",Private,NBEMS,1988,2,100
Tamil Nadu,"Thoothukudi Medical College, Thoothukudi",Govt,"The Tamilnadu Dr. MGR Medical University, Chennai",2000,52,1300
Punjab,"Civil Hospital, Malerkotla",Govt,NBEMS,0,2,100
Gujarat,"Surat Municipal Institute of Medical Education & Research, Surat",Govt-Private,"Veer Narmad South Gujarat University, Surat",1999,171,750
Uttar Pradesh,"Yashoda Superspeciality Hospital & Cancer Institute, Ghaziabad",Private,NBEMS,0,0,0
Jammu & Kashmir,"Sub District Hospital, Sopore",Govt,NBEMS,0,9,0
Gujarat,"Tricolour Hospital, Vadodara",Private,NBEMS,2017,3,0
Karnataka,"Vasavi Hospital, Bangalore",Private,NBEMS,2015,7,153
Madhya Pradesh,"Unique Super Specialty Hospital, Indore",Private,NBEMS,2001,1,140
Delhi,"Shree Aggarsain International Hospital, Delhi",Private,NBEMS,2018,5,122
Karnataka,"Taluka General Hospital, Saundatti, Belgaum",Govt,NBEMS,1985,1,150
Maharashtra,"Vivekanand Hospital & Medical College, Latur",Private,"Swami Ramanand Teerth Marathwada University (SRTMU), Nanded",1966,2,150
West Bengal,"Kasturi Das Memorial Super Speciality Hospital, South 24 Parganas",Private,NBEMS,2019,2,168
Maharashtra,"Thorat Netra Hospital, Akola",Private,NBEMS,1994,2,25
Andhra Pradesh,"Sudarsani Eye Hospital, Guntur",Private,NBEMS,1970,2,0
Kerala,"Tiruvalla Medical Mission, Pathanamthitta",Private,NBEMS,1935,4,400
Punjab,"Civil Hospital, Ropar",Govt,NBEMS,2012,2,0
Tamil Nadu,"VELS Medical College & Hospital, Manjankaranai",Deemed,"Vels Institute Of Science, Technology & Advanced Studies (VISTAS) (Deemed), Chennai",2021,0,600
Uttar Pradesh,"Kalyan Singh Rajkiya Medical College, Bulandshahr",Govt,NBEMS,2024,4,500
Telangana,"Thumbay Hospital New Life, Hyderabad",Private,NBEMS,0,0,160
Uttar Pradesh,"Joint Accr. Prakash Hospital, Sec 33, Noida & Prakash Hospital, Greater Noida",Private,NBEMS,1994,2,100
Telangana,"Sunshine Hospital, Secunderabad",Private,NBEMS,2009,0,0
Karnataka,"Taluk General Hospital, Kadur, Chikkamagaluru",Govt,NBEMS,1965,2,150
Maharashtra,"Terna Medical College, Navi Mumbai",Private,"Maharashtra University of Health Sciences, Nashik",1991,34,700
Tamil Nadu,"Thangam Hospital, Namakkal",Private,NBEMS,1986,3,86
Delhi,"University College of Medical Sciences & GTB Hospital, New Delhi",Govt,"Delhi University, Delhi",1971,210,1526
Uttar Pradesh,"Infinity Care Hospital, Varanasi",Private,NBEMS,2002,2,150
Bihar,"Sadar Hospital, Nawada",Govt,NBEMS,0,2,0
Maharashtra,"Surya Mother & Child Superspeciality Hospital, Pune",Private,NBEMS,1985,5,110
Telangana,"Yashoda Hospital, Secunderabad",Private,NBEMS,1989,20,0
Uttar Pradesh,"Yatharth Superspeciality Hospitals, Greater Noida West",Private,NBEMS,2013,20,450
West Bengal,"HLG Memorial Hospital, Asansol",Private,NBEMS,1999,1,101
Haryana,"Ishwar Eye Centre, Rohtak",Private,NBEMS,1985,1,10
Maharashtra,"Sushil Eye Hospital & Brahma Laser Center, Nashik",Private,NBEMS,1995,4,25
West Bengal,"Vidyasagar State General Hospital, Kolkata",Govt,NBEMS,1958,2,400
West Bengal,"Walsh SDH, Serampore",Govt,NBEMS,1903,4,100
Karnataka,"Sub Division Hospital, Gangavathi",Govt,NBEMS,0,5,130
Karnataka,"Taluka General Hospital, Ramdurg, Belgaum",Govt,NBEMS,1980,1,120
Uttar Pradesh,"The Fatima Hospital, Lucknow",Private,NBEMS,1958,5,100
Uttar Pradesh,"Vivekananda Polyclinic & Institute of Medical Sciences, Lucknow",Private,NBEMS,1966,23,350
Uttar Pradesh,"Uma Nath Singh Autonomous State Medical College Society, Jaunpur",Govt,"Atal Bihari Vajpayee Medical University, Lucknow",2021,6,0
Tamil Nadu,"Kauvery Hospital, Kovilambakkam, Chennai",Private,NBEMS,1999,2,150
Bihar,"Sadar Hospital, Chapra, Saran",Govt,NBEMS,0,5,150
Chhattisgarh,"OP Jindal Hospital & Research Center, Raigarh",Private,NBEMS,2007,1,100
Uttarakhand,"The Medicity Hospital, Rudrapur",Private,NBEMS,2017,5,150
Uttar Pradesh,"Varun Trauma & Burn Centre, Aligarh",Private,NBEMS,2005,2,50
Rajasthan,"CKRD Memorial Hospital & Research Institute, Jhunjhunu",Private,NBEMS,0,2,0
Uttarakhand,"Gautam Hospital, Rudrapur",Private,NBEMS,2019,8,250
Tripura,"ILS Hospitals, Agartala",Private,NBEMS,2008,2,205
Telangana,"TX Hospitals, Uppal",Private,NBEMS,2020,1,0
Karnataka,"Yadgiri Institute of Medical Sciences, Yadgiri",Govt,"Rajiv Gandhi University of Health Sciences, Bangalore",2022,0,480
Telangana,"Renova Century Hospitals, Banjara Hills, Hyderabad",Private,NBEMS,2012,1,216
Punjab,"District Hospital, Tarn Taran",Govt,NBEMS,0,1,0
Kerala,"I Vision Eye Hospital, Thrissur",Private,NBEMS,0,2,0
West Bengal,"Medica North Bengal Clinic, Siliguri",Private,NBEMS,0,2,0
Bihar,"Sadar Hospital, Khagaria",Govt,NBEMS,0,4,0
Tamil Nadu,"Geri Care Hospital, Adambakkam, Chennai",Private,NBEMS,0,4,100
Telangana,"Surabhi Institute of Medical Sciences, Siddipet",Private,"Dr. NTR University of Health Sciences, Vijayawada",2019,48,500
Maharashtra,"Swami Ramanand Teerth Rural Government Medical College, Ambajogai",Govt,NBEMS,1975,4,0
Rajasthan,"Join. Accr. North Western Railway Central Hospital, Jaipur & Divisional Railway Hospital, Ajmer",Public Sector,NBEMS,1970,0,86
West Bengal,"Woodlands Multispeciality Hospital, Kolkata",Private,NBEMS,1957,10,350
Tamil Nadu,"Tirunelveli Medical College, Tirunelveli",Govt,"The Tamilnadu Dr. MGR Medical University, Chennai",1965,144,0
Kerala,"Valluvanad Hospital Complex, Ottapalam",Private,NBEMS,1986,9,300
Bihar,"Amar Shahid Jagdeo Prasad Sadar Hospital, Jehanabad",Govt,NBEMS,2024,6,0
Assam,"Tezpur Medical College & Hospital, Tezpur",Govt,"Srimanta Shankardeva University of Health Sciences, Guwahati",2014,60,0
Tamil Nadu,"Vadamalayan Hospital, Madurai",Private,NBEMS,1971,16,230
Karnataka,"CURA Hospitals, Bangalore",Private,NBEMS,0,2,100
Uttar Pradesh,"Autonomous State Medical College, Amethi",Govt,NBEMS,0,4,0
Uttar Pradesh,"Sumitra Hospital, Noida",Private,NBEMS,1990,4,100
Karnataka,"Wenlock District Hospital, Mangalore",Govt,NBEMS,1848,2,1000
Karnataka,"Vijaya Ortho & Trauma Centre, Belagavi",Private,NBEMS,1999,6,100
Rajasthan,"Vasundhara Hospital, Jodhpur",Private,NBEMS,1996,1,100
Delhi,"Swami Dayanand Hospital, Delhi",Govt,NBEMS,1963,23,370
Maharashtra,"NIMS Medicare Surgical & Dental Hospital, Nandurbar",Private,NBEMS,0,2,0
Maharashtra,"Ushahkal Abhinav Institute of Medical Sciences, Sangli",Private,NBEMS,2012,2,356
Uttar Pradesh,"Joint Accr. Swami Kalyan Dev District Hospital, Muzaffarnagar & District Combined Hospital, Bhagpat",Govt,NBEMS,2011,0,175
Tamil Nadu,"The Voluntary Health Services & Medical Centre, Chennai",Private,NBEMS,1958,10,200
Uttar Pradesh,"Venkateshwara Institute of Medical Sciences, Gajraula",Private,"Shri Venkateshwara University, Gajraula",2016,60,1200
Uttar Pradesh,"Uttar Pradesh University of Medical Sciences (formerly UP Rural IMS&R), Etawah",Govt,"Uttar Pradesh University of Medical Sciences, Etawah",2006,122,0
Kerala,"Vinayaka Hospital, Sulthan Bathery",Private,NBEMS,2000,4,100
Telangana,"Little Stars and She Women and Children Hospital, Banjara Hills, Hyderabad",Private,NBEMS,2011,4,100
Karnataka,"Taluk General Hospital, Bhadravathi",Govt,NBEMS,1955,2,200
Tamil Nadu,"Thiruvarur Government. Medical College, Thiruvarur",Govt,"The Tamilnadu Dr. MGR Medical University, Chennai",2010,34,0
Tamil Nadu,"VGM Gastrocentre, Coimbatore",Private,NBEMS,0,0,100
Uttar Pradesh,"Ramakrishna Mission Sevashrama Hospital, Vrindavan",Private,NBEMS,1963,7,300
Delhi,"Acharya Shree Bhikshu Govt Hospital, Delhi",Govt,NBEMS,1996,4,0
Bihar,"Sadar Hospital, Hajipur",Govt,NBEMS,0,4,0
Maharashtra,"Tata Memorial Centre, Mumbai",Govt,"Homi Bhabha National Institute (Deemed), Mumbai",1941,94,614
West Bengal,"The Calcutta Medical Research Institute, Kolkata",Private,NBEMS,1969,15,400
Odisha,"VSS Institute of Medical Sciences & Research, Burla",Govt,"Sambalpur University, Burla",1959,130,1018
Uttar Pradesh,"Joint Accr. Govt TB Hospital, Prayagraj & Moti Lal Nehru Medical College, Prayagraj",Govt,NBEMS,0,0,170
Rajasthan,"Harish Hospital, Alwar",Private,NBEMS,0,4,200
West Bengal,"Jeevan Rekha Hospital, Raiganj",Private,NBEMS,2002,2,150
Maharashtra,"Vishnuprasad Nandrai Desai Municipal General Hospital, Mumbai",Govt,NBEMS,1961,11,276
Tamil Nadu,"Sundram Arulrhaj Hospital, Tuticorin,",Private,NBEMS,0,2,200
Telangana,"Vijay Marie Hospital & Educational Society, Hyderabad",Private,NBEMS,1948,6,0
Karnataka,"Yenepoya Medical College, Mangalore",Deemed,"Yenepoya University (Deemed), Mangaluru",1999,117,1030
Rajasthan,"Medipulse Hospital, Jodhpur",Private,NBEMS,2014,2,250
Telangana,"Ankura Hospital for Women & Children, Gachibowli",Private,NBEMS,2022,4,100
Gujarat,"General Hospital, Siddhpur",Govt,NBEMS,0,2,0
Maharashtra,"Wockhardt Hospital, Mumbai",Private,NBEMS,1989,5,298
Maharashtra,"Yashodhara Super Specialty Hospital, Solapur",Private,NBEMS,2008,0,100
Tamil Nadu,"The Tamil Nadu Dr. MGR Medical University, Chennai",Govt,"The Tamilnadu Dr. MGR Medical University, Chennai",0,5,0
Andhra Pradesh,"Tirumala Medicover Hospitals, Vizianagaram",Private,NBEMS,2016,10,250
Tamil Nadu,"Joint Accr. Sugam Hospitals, Chromepet, Chennai & Sugam Hospitals, Thiruvottiyur, Chennai",Private,NBEMS,1991,0,100
Telangana,"SVS Medical College, Mehboobnagar",Private,"Kaloji Narayana Rao University of Health Sciences, Warangal",1999,118,700
Tamil Nadu,"The Eye Foundation, Coimbatore",Private,NBEMS,1985,4,50
Gujarat,"Vasanth Prabha Hospital, Vadnagar",Private,NBEMS,0,0,30
Gujarat,"Zydus Medical College & Hospital, Dahod",Private,"Shri Govind Guru University, Godhara",2018,78,750
Tamil Nadu,"Vivekanandha Medical Care Hospital, Namakkal",Private,NBEMS,2016,1,100
Tamil Nadu,"Dr. Muthus Multispeciality Hospital, Coimbatore",Private,NBEMS,0,2,120
Punjab,"Joint Accr. Amandeep Hospital, Amritsar & Amandeep Medicity, Amritsar",Private,NBEMS,1990,0,200
Karnataka,"Sub Division Hospital, Kollegal",Govt,NBEMS,1955,1,100
Telangana,"Zoi Hospital, Somajiguda, Hyderabad",Private,NBEMS,2015,1,0
Bihar,"Lok Nayak Jay Prakash Naryan Sadar Hospital, Bhagalpur",Govt,NBEMS,0,3,100
Bihar,"Saroj Seetaram Sadar Hospital, Sheohar",Govt,NBEMS,0,4,0
Karnataka,"Taluk General Hospital, Byadagi, Haveri",Govt,NBEMS,2003,1,100
West Bengal,"Tamralipto Government Medical College & Hospital, Tamluk",Govt,"West Bengal University of Health Sciences, Kolkata",2022,2,500
Tamil Nadu,"Velammal Medical College Hospital & Research Institute, Madurai",Private,"The Tamilnadu Dr. MGR Medical University, Chennai",2013,49,2100
Jharkhand,"Tata Main Hospital, Jamshedpur",Private,NBEMS,1908,38,983
Uttar Pradesh,"Mental Hospital, Pandeypur, Varanasi",Govt,NBEMS,0,1,361
Delhi,"Bhagwan Mahavir Hospital, Delhi",Govt,NBEMS,0,2,325
Andhra Pradesh,"Yashvedh Healthcare Services, Kakinada",Private,NBEMS,2010,2,50
Kerala,"Vijaya Hospital, Kottarakkara",Private,NBEMS,1998,2,150
Rajasthan,"Neoclinic Children Hospital, Jaipur",Private,NBEMS,2010,3,100
Bihar,"Sadar Hospital, Muzaffarpur",Govt,NBEMS,0,7,0
Karnataka,"Trustwell Hospitals, Bangalore",Private,NBEMS,2019,5,250
Uttar Pradesh,"Autonomous State Medical College, Pilibhit",Govt,NBEMS,2024,6,420
Karnataka,"Hosmat Hospital, Kalyan Nagar, Bangalore",Private,NBEMS,1994,2,100
Karnataka,"Taluka General Hospital, Athani, Belagavi",Govt,NBEMS,1970,1,100
Delhi,"Tirath Ram Shah Hospital, Delhi",Private,NBEMS,1955,5,200
Tamil Nadu,"Vijaya Hospital, Chennai",Private,NBEMS,1972,15,281
Gujarat,"Sunshine Global Hospital, Surat",Private,NBEMS,2007,2,220
Maharashtra,"United CIIGMA Institute of Medical Sciences, Aurangabad",Private,NBEMS,2011,4,175
